id,name,alias
415,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT WASHINGTON DC,
416,HERZING UNIVERSITY-BROOKFIELD,
417,BARSTOW COMMUNITY COLLEGE,
418,LE MOYNE-OWEN COLLEGE,
419,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON,
420,RHODES COLLEGE,RHODES
421,INTERNATIONAL SCHOOL OF COSMETOLOGY,DBA TONI&GUY HAIRDRESSING ACADEMY
422,EVANGELICAL THEOLOGICAL SEMINARY,"ETS, EVANGELICAL, EVANGELICAL SEMINARY"
423,GWYNEDD MERCY UNIVERSITY,
424,WADE COLLEGE,
425,OTIS COLLEGE OF ART AND DESIGN,"OTIS ART INSTITUTE, OTIS PARSONS, OTIS/PARSONS"
426,COLLEGE OF THE REDWOODS,
427,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HOHENWALD,
428,HAVERFORD COLLEGE,
429,JOLIE HAIR AND BEAUTY ACADEMY-WILKES-BARRE,
430,ASPIRA CITY COLLEGE,
431,MOORE COLLEGE OF ART AND DESIGN,MOORE COLLEGE
432,TEXAS WOMAN'S UNIVERSITY,TWU
433,FLORIDA TECHNICAL COLLEGE,
434,KEISER UNIVERSITY-FT LAUDERDALE,
435,LA BELLE BEAUTY SCHOOL,
436,THE ART INSTITUTE OF ATLANTA,AI ATLANTA
437,ORANGE TECHNICAL COLLEGE-ORLANDO CAMPUS,
438,PINELLAS TECHNICAL COLLEGE-CLEARWATER,PINELLAS TECHNICAL EDUCATION CENTER-CLEARWATER
439,RADFORD M LOCKLIN TECHNICAL COLLEGE,LOCKLIN TECH
440,RIDGE TECHNICAL COLLEGE,
441,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,
442,SOUTHEASTERN UNIVERSITY,SEU
443,COLLEGE OF EASTERN IDAHO,CEI
444,BENE'S CAREER ACADEMY,
445,TALMUDIC COLLEGE OF FLORIDA,TALMUDIC UNIVERSITY OF FLORIDA
446,RASMUSSEN UNIVERSITY-FLORIDA,
447,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,
448,STANFORD UNIVERSITY,
449,UNIVERSITY OF WYOMING,UW
450,PJ'S COLLEGE OF COSMETOLOGY-GLASGOW,
451,NORTHERN KENTUCKY UNIVERSITY,NKU
452,KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,
453,CLOYD'S BEAUTY SCHOOL 1 INC,
454,UNIVERSITY OF WISCONSIN-OSHKOSH,
455,MILWAUKEE SCHOOL OF ENGINEERING,MSOE
456,DENHAM SPRINGS BEAUTY SCHOOL,
457,SAINT JOSEPH SEMINARY COLLEGE,
458,REMINGTON COLLEGE-LAFAYETTE CAMPUS,
459,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,ABAC
460,BEULAH HEIGHTS UNIVERSITY,BHU
461,CAPE COD COMMUNITY COLLEGE,CCCC OR 4C'S
462,NATIONAL AVIATION ACADEMY OF NEW ENGLAND,
463,HELLENIC COLLEGE-HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,
464,SYLVAIN MELLOUL INTERNATIONAL HAIR ACADEMY,"SYLVAIN MELLOUL INT'L HAIR ACADEMY, SMIHA"
465,RANDOLPH COLLEGE,RANDOLPH|RANDOLPH-MACON WOMAN'S COLLEGE|RANDOLPH MACON WOMEN'S COLLEGE|RANDOLPH-MACON WOMENS COLLEGE|RANDOLPH MACON WOMENS COLLEGE|R-MWC|RMWC|RANDOLF-MACON WOMEN'S COLLEGE|RANDOLF MACON WOMEN'S COLLEGE|RANDOLF|RANDOLPH LYNCHBURG|RC|LYNCHBURG RANDOLPH
466,LOWELL ACADEMY HAIRSTYLING INSTITUTE,
467,CALVIN UNIVERSITY,CALVIN
468,MICHIGAN STATE UNIVERSITY,MSU|SPARTANS|MI STATE UNIVERSITY|STATE|MI STATE U
469,HAMLINE UNIVERSITY,
470,BRANFORD HALL CAREER INSTITUTE-PARSIPPANY,
471,CUNY QUEENS COLLEGE,QUEENS | QUEENS COLLEGE
472,RABBINICAL COLLEGE BOBOVER YESHIVA BNEI ZION,
473,UNIVERSITY OF WEST LOS ANGELES,
474,SOUTHEAST KENTUCKY COMMUNITY,
475,BOSTON COLLEGE,
476,BUNKER HILL COMMUNITY COLLEGE,BHCC
477,THE UNIVERSITY OF AMERICA,THE AMERICAS` COLLEGE
478,VOGUE COLLEGE OF COSMETOLOGY-SANTA FE,
479,VOGUE COLLEGE OF COSMETOLOGY-MCALLEN,
480,ORLEANS TECHNICAL COLLEGE,
481,SALUS UNIVERSITY,
482,PENNSYLVANIA STATE UNIVERSITY-COLLEGE OF MEDICINE,
483,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SHENANGO,
484,UNIVERSITY OF NORTH GEORGIA,UNG
485,AMERICAN INSTITUTE-TOMS RIVER,
486,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BERKS,
487,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BRANDYWINE,
488,PENNSYLVANIA STATE UNIVERSITY-PENN STATE HAZLETON,
489,PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,
490,PENNSYLVANIA STATE UNIVERSITY-PENN STATE GREATER ALLEGHENY,
491,PENNSYLVANIA STATE UNIVERSITY-PENN STATE ABINGTON,
492,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCHUYLKILL,
493,UNIVERSITY OF PITTSBURGH-PITTSBURGH CAMPUS,
494,BEAVER FALLS BEAUTY ACADEMY,
495,LAMAR INSTITUTE OF TECHNOLOGY,
496,POINT PARK UNIVERSITY,
497,JOSEPH F MCCLOSKEY SCHOOL OF NURSING,JOSEPH F MCCLOSKEY SCHOOL OF NURSING
498,EDWARD VIA COLLEGE OF OSTEOPATHIC MEDICINE,
499,ROSS MEDICAL EDUCATION CENTER-GRANGER,
500,ROSS MEDICAL EDUCATION CENTER-CANTON,
501,ILLINOIS MEDIA SCHOOL-CHICAGO CAMPUS,
502,CONCORDE CAREER COLLEGE-DALLAS,
503,BRITTANY BEAUTY ACADEMY,
504,NORCO COLLEGE,
505,REMINGTON COLLEGE-HEATHROW CAMPUS,REMINGTON COLLEGE ONLINE
506,CHAMBERLAIN UNIVERSITY-VIRGINIA,CHAMBERLAIN COLLEGE OF NURSING-TYSONS CORNER
507,WILLIAMSON CHRISTIAN COLLEGE,WCC DBA- WILLIAMSON COLLEGE
508,NORTHEAST TECHNOLOGY CENTER,NORTHEAST TECH
509,OMEGA GRADUATE SCHOOL,AMERICAN CENTRE FOR RELIGION AND SOCIETY STUDIES
510,JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,
511,MANHATTAN INSTITUTE,
512,HOLISTIC MASSAGE TRAINING INSTITUTE,
513,DIAMONDS COSMETOLOGY COLLEGE,
514,LONG ISLAND NAIL SKIN & HAIR INSTITUTE,
515,KESER TORAH-MAYAN HATALMUD,
516,BLUE CLIFF CAREER COLLEGE,
517,SAINT JOSEPH'S UNIVERSITY,
518,SCHUYLKILL TECHNOLOGY CENTER,
519,UNIVERSITY OF SCRANTON,
520,UPMC SHADYSIDE SCHOOL OF NURSING,
521,WESTMORELAND COUNTY COMMUNITY COLLEGE,WESTMORELAND COLLEGE
522,GWINNETT COLLEGE-MARIETTA CAMPUS,GWINNETT COLLEGE
523,ROGER WILLIAMS UNIVERSITY,RWU
524,NORTHEASTERN TECHNICAL COLLEGE,
525,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,
526,COLUMBIA INTERNATIONAL UNIVERSITY,
527,EMPIRE BEAUTY SCHOOL-AVONDALE,
528,HORRY-GEORGETOWN TECHNICAL COLLEGE,
529,PALACE BEAUTY COLLEGE,
530,AUGUSTA SCHOOL OF MASSAGE,
531,MIDLANDS TECHNICAL COLLEGE,MTC
532,NORTH GREENVILLE UNIVERSITY,
533,UNIVERSITY OF SOUTH CAROLINA BEAUFORT,UNIVERSITY OF SOUTH CAROLINA BEAUFORT USC BEAUFORT USCB
534,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,
535,UNIVERSITY OF SOUTH CAROLINA-SALKEHATCHIE,
536,COASTAL CAROLINA UNIVERSITY,
537,UNIVERSITY OF SOUTH CAROLINA-UPSTATE,
538,THE COLLEGE OF HEALTH CARE PROFESSIONS-SAN ANTONIO,
539,APPALACHIAN COLLEGE OF PHARMACY,
540,IMMACULATA UNIVERSITY,
541,KING'S COLLEGE,KINGS COLLEGE|KING'S|KINGS
542,TRI-COUNTY TECHNICAL COLLEGE,TCTC TRICOUNTY TECHNICAL COLLEGE TRI-COUNTY TECH
543,VOORHEES COLLEGE,
544,WILLIAMSBURG TECHNICAL COLLEGE,
545,FORTIS COLLEGE-COLUMBUS,BOHECKER COLLEGE
546,EMPIRE BEAUTY SCHOOL-RICHMOND,
547,THE UNIVERSITY OF THE SOUTH,SEWANEE|UNIVERSITY OF THE SOUTH
548,BALDWIN BEAUTY SCHOOL-SOUTH AUSTIN,BALDWIN BEAUTY SCHOOLS
549,REMINGTON COLLEGE-DALLAS CAMPUS,
550,CEDAR VALLEY COLLEGE,
551,TEXAS A & M UNIVERSITY-CORPUS CHRISTI,
552,INTERNATIONAL CULINARY ARTS AND SCIENCES INSTITUTE,"ICASI, LORETTA PAGANINI SCHOOL OF COOKING DBA INTERNATINAL CULINARY ARTS AND SCIENCES INSTITUTE"
553,CENTRAL TEXAS COLLEGE,
554,COSMETOLOGY CAREER CENTER LLC,PAUL MITCHELL THE SCHOOL DALLAS
555,DALLAS CHRISTIAN COLLEGE,
556,DEL MAR COLLEGE,DMC
557,EL PASO COMMUNITY COLLEGE,
558,LAREDO COLLEGE,
559,LONE STAR COLLEGE SYSTEM,NORTH HARRIS MONTGOMERY|NORTH HARRIS|NHMCCD|N HARRIS MONTGOMERY|KINGWOOD|TOMBALL|CY-FAIR|CYFAIR|MONTGOMERY|UNIVERSITY PARK/HOUSTON NORTH
560,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,
561,TRUMBULL CAREER & TECHNICAL CENTER,TCTC ADULT TRAINING CENTER
562,CAREER AND TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,C-TEC OF LICKING COUNTY
563,UNIVERSITY OF ARKANSAS AT MONTICELLO,UAM
564,ANTELOPE VALLEY COLLEGE,
565,CALIFORNIA STATE UNIVERSITY-STANISLAUS,STANISLAUS STATE
566,CALIFORNIA STATE UNIVERSITY-EAST BAY,CAL STATE EAST BAY
567,OZARKA COLLEGE,
568,ARKANSAS STATE UNIVERSITY-BEEBE,ASU-BEEBE
569,CHANDLER-GILBERT COMMUNITY COLLEGE,
570,WEBER STATE UNIVERSITY,WSU
571,EASTERN WASHINGTON UNIVERSITY,EWU
572,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,LWTECH
573,MORAINE PARK TECHNICAL COLLEGE,
574,GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,
575,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT|COLLIN COUNTY COMMUNITY COLLEGE|COLIN COUNTY COMMUNITY COLLEGE DISTRICT|COLIN COUNTY COMMUNITY COLLEGE|COLLIN COLLEGE|COLIN COLLEGE|COLLIN|COLIN|CCCCD|CCCC|QUAD C|
576,MOORE NORMAN TECHNOLOGY CENTER,MNTC
577,METRO TECHNOLOGY CENTERS,
578,PARADISE VALLEY COMMUNITY COLLEGE,
579,CANADIAN VALLEY TECHNOLOGY CENTER,
580,SOUTHEASTERN TECHNICAL COLLEGE,
581,CRU INSTITUTE OF COSMETOLOGY AND BARBERING,
582,NORTH-WEST COLLEGE-GLENDALE,
583,KNOX COUNTY CAREER CENTER,KNOX TECHNICAL CENTER
584,MADISON ADULT CAREER CENTER,
585,CET-COACHELLA,
586,CET-OXNARD,
587,ELITE SCHOOL OF COSMETOLOGY,
588,CET-SANTA MARIA,
589,MT. DIABLO ADULT EDUCATION-MT. DIABLO USD,MDAE
590,EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS,EASTLAND-FAIRFIELD
591,RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-BOARDMAN,
592,NORTHERN TIER CAREER CENTER,
593,JNA INSTITUTE OF CULINARY ARTS,
594,CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,
595,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,CCCTC
596,STATE CAREER COLLEGE,SCC
597,DELAWARE COUNTY TECHNICAL SCHOOL-PRACTICAL NURSING PROGRAM,
598,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,VGI
599,ORION INSTITUTE,HEALING ARTS INSTITUTE
600,UNIVERSITY OF CALIFORNIA-MERCED,UC MERCED
601,REMINGTON COLLEGE-NORTH HOUSTON CAMPUS,
602,GALEN COLLEGE OF NURSING-CINCINNATI,
603,TROY UNIVERSITY,TROY
604,JOHN C CALHOUN STATE COMMUNITY COLLEGE,CALHOUN COMMUNITY COLLEGE
605,SHELTON STATE COMMUNITY COLLEGE,
606,UNIVERSITY OF ALASKA FAIRBANKS,UAF
607,DINE COLLEGE,
608,COLLEGE OF THE CANYONS,
609,CITY COLLEGE OF SAN FRANCISCO,
610,CUESTA COLLEGE,
611,COLLEGE OF THE DESERT,DESERT COMMUNITY COLLEGE DISTRICT
612,LONG BEACH CITY COLLEGE,
613,MT SAN JACINTO COMMUNITY COLLEGE DISTRICT,MT. SAN JACINTO CCD
614,RIVERSIDE CITY COLLEGE,
615,EMMANUEL COLLEGE,
616,SAN FRANCISCO STATE UNIVERSITY,
617,RED ROCKS COMMUNITY COLLEGE,
618,INTERNATIONAL COLLEGE OF BEAUTY ARTS & SCIENCES,
619,AVALON SCHOOL OF COSMETOLOGY-PHOENIX,
620,AVALON SCHOOL OF COSMETOLOGY-LAYTON,
621,ALASKA VOCATIONAL TECHNICAL CENTER,AVTEC
622,JACKSONVILLE STATE UNIVERSITY,
623,JEFFERSON STATE COMMUNITY COLLEGE,JEFF STATE | JSCC | JEFFERSON STATE
624,LAWSON STATE COMMUNITY COLLEGE,
625,H COUNCILL TRENHOLM STATE COMMUNITY COLLEGE,TRENHOLM STATE
626,UNIVERSITY OF SPA & COSMETOLOGY ARTS,
627,UNIVERSITY OF ILLINOIS SYSTEM OFFICES,"UA, SYSTEM OFFICES"
628,COCHISE COUNTY COMMUNITY COLLEGE DISTRICT,COCHISE COLLEGE
629,SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE,SIUE
630,PHOENIX COLLEGE,
631,YAVAPAI COLLEGE,
632,CERRO COSO COMMUNITY COLLEGE,
633,MERCED COLLEGE,MERCED COMMUNITY COLLEGE DISTRICT
634,YUBA COLLEGE,
635,TRINIDAD STATE JUNIOR COLLEGE,TSJC
636,COLORADO NORTHWESTERN COMMUNITY COLLEGE,CNCC
637,SANTA FE COLLEGE,
638,DODGE CITY COMMUNITY COLLEGE,
639,HASKELL INDIAN NATIONS UNIVERSITY,HASKELL
640,"SPRINGFIELD COLLEGE-REGIONAL, ONLINE, AND CONTINUING EDUCATION",
641,PANACHE ACADEMY OF BEAUTY,
642,MIDWEST TECHNICAL INSTITUTE-RIDGELAND,DELTA TECHNICAL COLLEGE
643,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY,CHRISTINE VALMY INTERNATIONAL SCHOOL
644,CHRISTIE'S EDUCATION,
645,CUNY STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,GUTTMAN | CUNY GUTTMAN COMMUNITY COLLEGE | GCC | STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE | GUTTMAN COMMUNITY COLLEGE
646,COLLEGE OF CENTRAL FLORIDA,"CF, CCF, CENTRAL FLORIDA, CENTRAL FL COLLEGE, CENTRAL FLA COLL, CENTRAL FLA COLLEGE"
647,UNIVERSITY OF WEST GEORGIA,
648,ATHENS TECHNICAL COLLEGE,
649,PAYNE THEOLOGICAL SEMINARY,
650,FIRELANDS REGIONAL MEDICAL CENTER SCHOOL OF NURSING,
651,UNIVERSITY OF RIO GRANDE,UNIVERSITY OF RIO GRANDE AND RIO GRANDE COMMUNITY COLLEGE
652,PIEDMONT UNIVERSITY,
653,INDIAN HILLS COMMUNITY COLLEGE,IHCC|INDIAN HILLS COLLEGE|THE HILLS
654,COLLEGE OF SOUTHERN IDAHO,
655,CITY COLLEGES OF CHICAGO-WILBUR WRIGHT COLLEGE,
656,WHEATON COLLEGE,
657,COLLEGE OF DUPAGE,COD
658,SALINA AREA TECHNICAL COLLEGE,SALINA TECH
659,ROSS MEDICAL EDUCATION CENTER-MORGANTOWN,
660,COLLEGE OF INTERNATIONAL ESTHETICS INC,
661,LOURDES UNIVERSITY,
662,YOUNGSTOWN STATE UNIVERSITY,
663,UPPER VALLEY CAREER CENTER,UPPER VALLEY JOINT VOCATIONAL SCHOOL
664,UNIVERSITY OF MOUNT UNION,
665,KENT STATE UNIVERSITY AT TRUMBULL,
666,WASHINGTON STATE COMMUNITY COLLEGE,WSCC|WASHINGTON STATE CC|WASHINGTON STATE|W.S.C.C.|WASHINGTON STATE C. C.|WASHINGTON STATE C.C.
667,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,
668,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,SOUTHERN TECH
669,EASTERN OKLAHOMA STATE COLLEGE,EASTERN|EOSC
670,UMPQUA COMMUNITY COLLEGE,
671,KLAMATH COMMUNITY COLLEGE,
672,BARBER & BEAUTY INSTITUTE OF NEW YORK,BARBER & BEAUTY INSTITUTE OF NEW YORK
673,CURVE METRIC SCHOOL OF HAIR DESIGN,
674,FLORIDA INSTITUTE OF RECORDING SOUND AND TECHNOLOGY,F.I.R.S.T. INSTITUTE
675,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,GREATER ALTOONA CAREER & TECHNOLOGY CENTER
676,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,EAST STROUDSBURG UNIVERSITY
677,NEW DIMENSIONS BEAUTY ACADEMY INC,
678,BOISE BARBER COLLEGE,
679,AUSTIN KADE ACADEMY,
680,ELAINE STERLING INSTITUTE,
681,SAE INSTITUTE OF TECHNOLOGY-MIAMI,
682,SALVE REGINA UNIVERSITY,
683,PROVIDENCE COLLEGE,
684,UNIVERSITY OF SOUTH CAROLINA AIKEN,UNIVERSITY OF SOUTH CAROLINA AIKEN USC AIKEN USCA USCAIKEN| UNIVERSITY OF SOUTH CAROLINA AT AIKEN
685,LANDER UNIVERSITY,
686,NORTHERN STATE UNIVERSITY,NSU
687,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,SOUTH DAKOTA MINES
688,LINCOLN COLLEGE OF TECHNOLOGY-NASHVILLE,
689,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-NEWBERN,TCAT-NEWBERN
690,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MORRISTOWN,
691,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-PARIS,TENNESSEE TECHNOLOGY CENTER
692,AUSTIN PEAY STATE UNIVERSITY,
693,AMBERTON UNIVERSITY,
694,UNIVERSITY OF HOUSTON-CLEAR LAKE,"UHCL| UNIVERSITY OF HOUSTON - CLEAR LAKE| UNIVERSITY OF HOUSTON, CLEAR LAKE| UH-CL|UNIVERSITY OF HOUSTON - CLEARLAKE| UNIVERSITY OF HOUSTON-CLEARLAKE"
695,LEE COLLEGE,
696,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,UT RIO GRANDE VALLEY | UTRGV | UNIVERSITY OF TEXAS RIO GRANDE VALLEY |
697,TEXAS A & M UNIVERSITY-COMMERCE,A&M-COMMERCE
698,TEXAS TECH UNIVERSITY,
699,MCLENNAN COMMUNITY COLLEGE,MCC
700,BALL STATE UNIVERSITY,BSU|BALL U
701,INDIANA WESLEYAN UNIVERSITY-MARION,IWU
702,WESTERN TEXAS COLLEGE,
703,TEXAS A & M INTERNATIONAL UNIVERSITY,
704,EASTERN SHORE COMMUNITY COLLEGE,ESCC
705,FERRUM COLLEGE,
706,VINCENNES UNIVERSITY,
707,DEPAUW UNIVERSITY,DEPAUW
708,HOLLINS UNIVERSITY,HOLLINS COLLEGE
709,ROANOKE COLLEGE,
710,STAUNTON SCHOOL OF COSMETOLOGY,
711,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS,
712,PAUL MITCHELL THE SCHOOL-OVERLAND PARK,
713,NATIONAL AMERICAN UNIVERSITY-MESQUITE,
714,OGLE SCHOOL HAIR SKIN NAILS-DENTON,OGLE SCHOOL
715,HAYS ACADEMY OF HAIR DESIGN,HAYS ACADEMY OF HAIR DESIGN - SALINA CAMPUS
716,BELLUS ACADEMY,
717,UNITEK COLLEGE,UNITEK COLLEGE
718,PENNSYLVANIA STATE UNIVERSITY-WORLD CAMPUS,
719,HIGHLAND COMMUNITY COLLEGE,
720,COFFEYVILLE COMMUNITY COLLEGE,
721,WICHITA STATE UNIVERSITY-CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY,WSU TECH
722,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,ACTC
723,HOPKINSVILLE COMMUNITY COLLEGE,
724,SOMERSET COMMUNITY COLLEGE,
725,ADVANCE BEAUTY TECHS ACADEMY,ABT ACADEMY
726,ELEVATE SALON INSTITUTE-WESTMINSTER,
727,BRAND COLLEGE,
728,DIGITAL FILM ACADEMY,DIGITAL FILM CENTER
729,SAVANNAH LAW SCHOOL,
730,EMPIRE BEAUTY SCHOOL-GLEN BURNIE,
731,ROSS MEDICAL EDUCATION CENTER-ONTARIO,
732,OHIO TECHNICAL COLLEGE,
733,ROSE STATE COLLEGE,RSC/ROSE/OSCAR ROSE JUNIOR COLLEGE/ORJC
734,OKLAHOMA BAPTIST UNIVERSITY,
735,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,SEBTS
736,RASMUSSEN UNIVERSITY-KANSAS,
737,THE COLLEGE OF HEALTH CARE PROFESSIONS-DALLAS,
738,ACADEMY OF SALON PROFESSIONALS,"ACADEMY OF SALON PROFESSIONALS, LLC"
739,TULSA WELDING SCHOOL-TULSA,"TWS, TWS-TULSA"
740,WESTERN MICHIGAN UNIVERSITY,WMU
741,CENTRAL LAKES COLLEGE-BRAINERD,
742,ITAWAMBA COMMUNITY COLLEGE,ICC
743,WASHINGTON & JEFFERSON COLLEGE,W&J|WASHINGTON & JEFFERSON COLLEGE
744,SPARTANBURG METHODIST COLLEGE,SMC
745,YORK TECHNICAL COLLEGE,
746,UNIVERSITY OF SOUTH DAKOTA,USD
747,JOHNSTON COMMUNITY COLLEGE,
748,CENTRAL CAROLINA COMMUNITY COLLEGE,
749,HOUSTON BAPTIST UNIVERSITY,HBU
750,SHENANDOAH UNIVERSITY,SU
751,UNIVERSITY OF WISCONSIN-MILWAUKEE,UWM
752,STANLY COMMUNITY COLLEGE,STANLY TECHNICAL COLLEGE| STANLY TECHNICAL INSTITUTE|STANLEY TECHNICAL COLLEGE| STANLEY COMMUNITY COLLEGE| STANLEY TECHNICAL INSTITUTE| STANLY TECH| STANLEY TECH|
753,FURMAN UNIVERSITY,FURMAN UNIVERSITY
754,UNIVERSITY OF RICHMOND,UR/U OF RICHMOND/RICHMOND
755,BERKS CAREER & TECHNOLOGY CENTER,
756,FUTURE GENERATIONS UNIVERSITY,
757,CARTHAGE R9 SCHOOL DISTRICT-CARTHAGE TECHNICAL CENTER,
758,GRACE MISSION UNIVERSITY,
759,SOTHEBY'S INSTITUTE OF ART-NY,
760,SHEPHERDS COLLEGE,
761,KAIZEN BEAUTY ACADEMY,
762,YESHIVA YESODEI HATORAH,
763,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING,BJA
764,THE CHRYSM INSTITUTE OF ESTHETICS,THE CHRYSM INSTITUTE
765,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,
766,EMPIRE BEAUTY SCHOOL-AUGUSTA,
767,ROSS MEDICAL EDUCATION CENTER-ERLANGER,
768,ROSS MEDICAL EDUCATION CENTER-CHARLESTON,
769,WESTERN NEBRASKA COMMUNITY COLLEGE,WNCC
770,CAYUGA COUNTY COMMUNITY COLLEGE,CAYUGA COMMUNITY COLLEGE
771,JAMESTOWN COMMUNITY COLLEGE,
772,FINGER LAKES COMMUNITY COLLEGE,
773,ST. JOHN'S UNIVERSITY-NEW YORK,ST. JOHN'S UNIVERSITY-NEW YORK
774,FORTIS COLLEGE-SALT LAKE CITY,
775,GEISINGER COMMONWEALTH SCHOOL OF MEDICINE,GCSOM
776,PICKAWAY ROSS JOINT VOCATIONAL SCHOOL DISTRICT,PICKAWAY-ROSS CAREER & TECHNOLOGY CENTER
777,ASHLAND UNIVERSITY,
778,KENT STATE UNIVERSITY AT ASHTABULA,
779,ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS,
780,OHIO UNIVERSITY-EASTERN CAMPUS,
781,MIAMI UNIVERSITY-OXFORD,MIAMI OF OHIO
782,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT SCHOOLS,BUTLER TECH
783,WITTENBERG UNIVERSITY,
784,CLARK STATE COMMUNITY COLLEGE,
785,U S GRANT JOINT VOCATIONAL SCHOOL,GRANT CAREER CENTER
786,UNIVERSITY OF CINCINNATI-CLERMONT COLLEGE,
787,OHIO UNIVERSITY-ZANESVILLE CAMPUS,
788,SOUTHERN OREGON UNIVERSITY,
789,CORBAN UNIVERSITY,
790,BRYN ATHYN COLLEGE OF THE NEW CHURCH,BRYN ATHYN COLLEGE
791,NORTHEAST OHIO MEDICAL UNIVERSITY,NEOMED
792,OHIO STATE UNIVERSITY-MANSFIELD CAMPUS,
793,SHAWNEE STATE UNIVERSITY,
794,TIFFIN UNIVERSITY,
795,WALSH UNIVERSITY,
796,MALONE UNIVERSITY,
797,CAIRN UNIVERSITY-LANGHORNE,CAIRN
798,VALLEY FORGE MILITARY COLLEGE,VFMC
799,PITTSBURGH CAREER INSTITUTE,
800,YORK COLLEGE OF PENNSYLVANIA,YCP
801,YTI CAREER INSTITUTE-YORK,YTI
802,BROWN UNIVERSITY,
803,ALLEN UNIVERSITY,ALLEN UNIVERSITY
804,DAKOTA WESLEYAN UNIVERSITY,
805,HEADLINES ACADEMY INC,
806,AVERA MCKENNAN HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,
807,MOUNT MARTY UNIVERSITY,
808,AVERA SACRED HEART HOSPITAL,
809,SINTE GLESKA UNIVERSITY,
810,ARROJO COSMETOLOGY SCHOOL,NA ENTERPRISES LLC D/B/A ARROJO COSMETOLOGY SCHOOL
811,VERITAS BAPTIST COLLEGE,VBC
812,SISSETON WAHPETON COLLEGE,
813,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ATHENS,TCAT-ATHENS
814,CARSON-NEWMAN UNIVERSITY,
815,CHATTANOOGA STATE COMMUNITY COLLEGE,
816,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ELIZABETHTON,TENNESSEE TECHNOLOGY CENTER AT ELIZABETHTON
817,THE HAIR ACADEMY LLC,THE HAIR ACADEMY
818,WELCH COLLEGE,
819,JACKSON STATE COMMUNITY COLLEGE,JSCC
820,WILLIAM R MOORE COLLEGE OF TECHNOLOGY,MOORE TECH
821,UNIVERSITY OF HOUSTON,UH
822,NORTHEAST TEXAS COMMUNITY COLLEGE,NTCC
823,LYNNES WELDING TRAINING,
824,NATIONAL AMERICAN UNIVERSITY-RICHARDSON,
825,DEVRY UNIVERSITY-INDIANA,DEVRY UNIVERSITY-MERRILLVILLE
826,DEVRY UNIVERSITY-MISSOURI,DEVRY UNIVERSITY-KANSAS CITY
